image_path;class;split;Kfold_04;Kfold_08
.\data\img\Globigerinoides_sacculifer\15151-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15152-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15153-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15154-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15155-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15156-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15157-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15158-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15159-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15160-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15161-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15162-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15163-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15164-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15165-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15166-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15167-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15168-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15169-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15170-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15171-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15172-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15173-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15174-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15175-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15176-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15177-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15178-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15179-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15180-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15181-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15182-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15183-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15184-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15185-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15186-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15187-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15188-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15189-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15190-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15191-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15192-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;4
.\data\img\Globigerinoides_sacculifer\15193-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15194-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15195-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15196-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15197-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15198-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15199-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15200-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15201-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15202-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15203-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15204-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15205-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15206-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;1
.\data\img\Globigerinoides_sacculifer\15207-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15208-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15209-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15210-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15211-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15212-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15213-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15214-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15215-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15216-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15217-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15218-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15219-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15220-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15221-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15222-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15223-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15224-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15225-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15226-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15227-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15228-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15229-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15230-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15231-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15232-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15233-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15234-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15235-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15236-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15237-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15238-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15239-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15240-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15241-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15242-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15243-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15244-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15245-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;1
.\data\img\Globigerinoides_sacculifer\15246-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15247-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15248-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15249-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15250-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15251-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15252-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15253-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15254-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15255-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15256-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15257-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15258-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15259-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15260-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15261-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15262-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15263-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15264-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15265-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15266-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;1
.\data\img\Globigerinoides_sacculifer\15267-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15268-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15269-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15270-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15271-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;1
.\data\img\Globigerinoides_sacculifer\15272-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15273-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;1
.\data\img\Globigerinoides_sacculifer\15274-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15275-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15276-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15277-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15278-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15279-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15280-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15281-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15282-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15283-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15284-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15285-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15286-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15287-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15288-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15289-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15290-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15291-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15292-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15293-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15294-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15295-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15296-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15297-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15298-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15299-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;1
.\data\img\Globigerinoides_sacculifer\15300-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15301-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15302-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15303-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15304-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15305-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15306-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15307-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15308-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15309-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15310-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15311-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15312-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15313-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15314-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15315-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15316-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15317-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15318-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15319-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15320-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15321-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15322-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15323-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15324-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15325-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15326-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15327-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15328-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15329-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15330-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15331-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15332-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15333-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15334-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;1
.\data\img\Globigerinoides_sacculifer\15335-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;1
.\data\img\Globigerinoides_sacculifer\15336-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15337-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15338-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15339-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15340-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15341-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15342-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15343-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15344-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;1
.\data\img\Globigerinoides_sacculifer\15345-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15346-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15347-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15348-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15349-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15350-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15351-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15352-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15353-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15354-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15355-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15356-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15357-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15358-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15359-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15360-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15361-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15362-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15363-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15364-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15365-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;4
.\data\img\Globigerinoides_sacculifer\15366-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15367-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15368-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;3
.\data\img\Globigerinoides_sacculifer\15369-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15370-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15371-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
.\data\img\Globigerinoides_sacculifer\15372-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15373-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15374-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;0;1
.\data\img\Globigerinoides_sacculifer\15375-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;2;5
.\data\img\Globigerinoides_sacculifer\15376-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;1;2
.\data\img\Globigerinoides_sacculifer\15377-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;6
.\data\img\Globigerinoides_sacculifer\15378-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;1;3;7
.\data\img\Globigerinoides_sacculifer\15379-Globigerinoides_sacculifer.jpg;Globigerinoides_sacculifer;0;0;0
